atributo,pos_teste,cluster_a,cluster_b,estatistica,p_bruto,p_ajustado,significativo,dif_mediana_a_minus_b,n_a,n_b
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_1,1_3,-0.7000770902972454,0.4838791622480806,0.792862241755891,False,-1.5,89,125
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_1,1_4,-0.5472397861364307,0.58421400571125,0.8452457954971277,False,-1.5,89,36
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_1,2_1,-0.9275036474345312,0.3536650988970712,0.7002885402236139,False,-3.299999999999999,89,28
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_1,2_3,-0.9755238302059408,0.32930048691649083,0.6887879860562823,False,-4.599999999999998,89,16
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_1,2_4,-0.0594701228349805,0.9525776618688079,0.9751618451554069,False,-1.5,89,52
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_1,3_0,-1.0351133126936025,0.30061599609921674,0.6611961944342983,False,-5.099999999999998,89,11
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_1,3_1,-4.630681264571684,3.644645546609196e-06,0.00016522393144628353,True,-7.099999999999998,89,109
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_1,3_3,-5.014007801512703,5.330782367394056e-07,7.249864019655916e-05,True,-13.8,89,47
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_1,3_4,-0.9698344970629487,0.3321289945658481,0.6887879860562823,False,-9.8,89,4
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_1,4_0,-4.088060678883735,4.349943869121827e-05,0.0009859872770009474,True,-5.899999999999999,89,103
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_1,4_1,-2.4714880580326954,0.01345520451345154,0.07624615890955873,False,-5.899999999999999,89,19
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_1,4_2,-0.40481808846175127,0.6856112316718418,0.8796521462959479,False,-6.4999999999999964,89,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_1,4_3,-2.533014246146593,0.011308635673437886,0.07624615890955873,False,-5.899999999999999,89,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,1_1,1.6306844131815263,0.10295692715266408,0.2979179168672833,False,4.149999999999999,20,69
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,1_3,2.1395578691930397,0.032390514500894745,0.1334881809733844,False,7.7499999999999964,20,125
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,1_4,1.8081891419459915,0.07057706796549514,0.24611490367454716,False,7.7499999999999964,20,36
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,2_1,1.4051935724590328,0.1599637249379824,0.4183666652224155,False,5.9499999999999975,20,28
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,2_3,1.035963672028587,0.3002190908155067,0.6611961944342983,False,4.649999999999999,20,16
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,2_4,2.2879130230629103,0.022142586752200325,0.10852691182229304,False,7.7499999999999964,20,52
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,3_0,0.7500332612863885,0.4532346725668558,0.7758367358764031,False,4.149999999999999,20,11
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,3_1,-0.2022131502300803,0.8397500930895812,0.9476696692451486,False,2.1499999999999986,20,109
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,3_3,-1.0926701510124979,0.2745386498364093,0.6550395855745906,False,-4.550000000000004,20,47
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,3_4,0.21301948870832277,0.831311761741868,0.9476696692451486,False,-0.5500000000000043,20,4
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,4_0,0.08485419174143206,0.9323773100736186,0.9751618451554069,False,3.349999999999998,20,103
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,4_1,-0.03816013233516594,0.9695600075151689,0.9818659057295757,False,3.349999999999998,20,19
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,4_2,1.7554829711401012,0.0791767309199483,0.250419428025883,False,2.75,20,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),0_3,4_3,0.1892702812794903,0.8498809864256271,0.9476696692451486,False,3.349999999999998,20,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_1,1_3,0.6744723235611692,0.5000110756177232,0.796362740769499,False,3.599999999999998,69,125
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_1,1_4,0.43852883760975003,0.6610029703106213,0.8796521462959479,False,3.599999999999998,69,36
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_1,2_1,-0.012142049420090402,0.9903122842740842,0.9903122842740842,False,1.799999999999999,69,28
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_1,2_3,-0.2401883795678008,0.8101842218056343,0.9476696692451486,False,0.5,69,16
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_1,2_4,1.0230389849569237,0.30628941359824113,0.6611961944342983,False,3.599999999999998,69,52
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_1,3_0,-0.40834783543967057,0.6830183248995492,0.8796521462959479,False,0.0,69,11
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_1,3_1,-3.0116093907305976,0.002598667518261536,0.02524419874882635,True,-2.0,69,109
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_1,3_3,-3.732061165708514,0.00018991936880512428,0.0030552712932108476,True,-8.700000000000003,69,47
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_1,3_4,-0.5783593878711805,0.563021506860965,0.8414387355284751,False,-4.700000000000003,69,4
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_1,4_0,-2.5286951942565197,0.011448740545519804,0.07624615890955873,False,-0.8000000000000007,69,103
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_1,4_1,-1.6455854004179062,0.0998491469694373,0.2952061736487711,False,-0.8000000000000007,69,19
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_1,4_2,0.4693463328664667,0.6388221021866077,0.8687980589737865,False,-1.3999999999999986,69,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_1,4_3,-1.5783166086718383,0.11449289220888978,0.3243965279251877,False,-0.8000000000000007,69,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_3,1_4,-0.05812266342967404,0.9536509221005082,0.9751618451554069,False,0.0,125,36
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_3,2_1,-0.49682134458503124,0.6193150419434217,0.8587800184824742,False,-1.799999999999999,125,28
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_3,2_3,-0.6319750891946259,0.5274031550882996,0.8068880005315526,False,-3.099999999999998,125,16
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_3,2_4,0.5254956608007365,0.5992386689813228,0.852479237350606,False,0.0,125,52
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_3,3_0,-0.7431755329642266,0.45737541438837426,0.7758367358764031,False,-3.599999999999998,125,11
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_3,3_1,-4.3072127767393065,1.65324561467788e-05,0.0004496828071923833,True,-5.599999999999998,125,109
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_3,3_3,-4.716377659805569,2.4008061649289134e-06,0.0001632548192151661,True,-12.3,125,47
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_3,3_4,-0.7847394194676217,0.43260636561523347,0.7737997144609876,False,-8.3,125,4
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_3,4_0,-3.7162680626401703,0.00020218707087424727,0.0030552712932108476,True,-4.399999999999999,125,103
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_3,4_1,-2.142259346057589,0.03217261830293379,0.1334881809733844,False,-4.399999999999999,125,19
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_3,4_2,0.03178149569054474,0.9746463034815641,0.9818659057295757,False,-4.9999999999999964,125,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_3,4_3,-2.1649074574392864,0.030394773001044068,0.1333448105852256,False,-4.399999999999999,125,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_4,2_1,-0.3686112538277321,0.7124175060626414,0.900590258113936,False,-1.799999999999999,36,28
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_4,2_3,-0.5218855068140171,0.6017500498945455,0.852479237350606,False,-3.099999999999998,36,16
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_4,2_4,0.4506610971367827,0.652233824823937,0.8782554472876775,False,0.0,36,52
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_4,3_0,-0.6465231198447496,0.5179406291724897,0.8068880005315526,False,-3.599999999999998,36,11
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_4,3_1,-2.8792170137840962,0.00398663901219565,0.033886431603663024,True,-5.599999999999998,36,109
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_4,3_3,-3.593956247120736,0.0003256945526763385,0.004429445916398204,True,-12.3,36,47
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_4,3_4,-0.735427412124177,0.46207923239697535,0.7758367358764031,False,-8.3,36,4
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_4,4_0,-2.497466883209532,0.012508414798975813,0.07624615890955873,False,-4.399999999999999,36,103
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_4,4_1,-1.8214663519225152,0.06853599700988286,0.24528672614063338,False,-4.399999999999999,36,19
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_4,4_2,0.06933361425319919,0.9447240698016955,0.9751618451554069,False,-4.9999999999999964,36,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),1_4,4_3,-1.7614423182433556,0.07816356780344554,0.250419428025883,False,-4.399999999999999,36,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_1,2_3,-0.2039805056526633,0.8383687328707088,0.9476696692451486,False,-1.299999999999999,28,16
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_1,2_4,0.8130897894381003,0.4161665801421869,0.7666992021812186,False,1.799999999999999,28,52
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_1,3_0,-0.3649153217574693,0.7151746167375373,0.900590258113936,False,-1.799999999999999,28,11
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_1,3_1,-2.173927386963186,0.0297105888995979,0.1333448105852256,False,-3.799999999999999,28,109
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_1,3_3,-2.9452648601296647,0.0032267831009722826,0.029256166782148697,True,-10.500000000000002,28,47
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_1,3_4,-0.5513761959986754,0.5813758150909261,0.8452457954971277,False,-6.500000000000002,28,4
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_1,4_0,-1.8330128167702477,0.06680066508480477,0.24528672614063338,False,-2.5999999999999996,28,103
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_1,4_1,-1.425236805498844,0.15408876048174597,0.41090336128465593,False,-2.5999999999999996,28,19
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_1,4_2,0.40655306114665946,0.6843362780288912,0.8796521462959479,False,-3.1999999999999975,28,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_1,4_3,-1.318233669882113,0.1874254375599601,0.4720344353361958,False,-2.5999999999999996,28,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_3,2_4,0.8902745012449951,0.37331850931735755,0.7253045323880091,False,3.099999999999998,16,52
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_3,3_0,-0.16831912151415898,0.8663322316761318,0.9476696692451486,False,-0.5,16,11
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_3,3_1,-1.4816293836045384,0.1384389361436242,0.38423867990883454,False,-2.5,16,109
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_3,3_3,-2.2083547482802395,0.02721955363806231,0.1276503205095336,False,-9.200000000000003,16,47
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_3,3_4,-0.4128625821755707,0.6797072969039231,0.8796521462959479,False,-5.200000000000003,16,4
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_3,4_0,-1.2159206212509346,0.22401516183022152,0.5440368215876809,False,-1.3000000000000007,16,103
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_3,4_1,-1.0600847258857788,0.2891060559264763,0.6611961944342983,False,-1.3000000000000007,16,19
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_3,4_2,0.5496601725582898,0.5825524788216094,0.8452457954971277,False,-1.8999999999999986,16,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_3,4_3,-0.9243704958579935,0.3552934505546276,0.7002885402236139,False,-1.3000000000000007,16,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_4,3_0,-0.9655592830134857,0.33426475793907817,0.6887879860562823,False,-3.599999999999998,52,11
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_4,3_1,-3.8636946843326285,0.00011168480297233306,0.0021698761720338995,True,-5.599999999999998,52,109
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_4,3_3,-4.440463478908147,8.976533837022395e-06,0.0003052021504587614,True,-12.3,52,47
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_4,3_4,-0.9353208529054471,0.34962297183391633,0.7002885402236139,False,-8.3,52,4
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_4,4_0,-3.4168141954738247,0.0006335850582116883,0.007180630659732467,True,-4.399999999999999,52,103
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_4,4_1,-2.2912346158365544,0.021949847903300516,0.10852691182229304,False,-4.399999999999999,52,19
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_4,4_2,-0.3325065443065937,0.7395067989139351,0.920559999022305,False,-4.9999999999999964,52,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),2_4,4_3,-2.302411027915613,0.021312003651800807,0.10852691182229304,False,-4.399999999999999,52,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_0,3_1,-1.0454442663150028,0.2958176867956489,0.6611961944342983,False,-2.0,11,109
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_0,3_3,-1.711535572356093,0.08698229026381225,0.2688543517245106,False,-8.700000000000003,11,47
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_0,3_4,-0.282373928667558,0.7776568038278553,0.9455099526328914,False,-4.700000000000003,11,4
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_0,4_0,-0.8222238922618011,0.41094948316570223,0.7666992021812186,False,-0.8000000000000007,11,103
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_0,4_1,-0.7753934721397467,0.4381071912757062,0.7737997144609876,False,-0.8000000000000007,11,19
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_0,4_2,0.6688638669269393,0.5035823213689479,0.796362740769499,False,-1.3999999999999986,11,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_0,4_3,-0.6310053897311583,0.5280370003478543,0.8068880005315526,False,-0.8000000000000007,11,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_1,3_3,-1.3898282028073137,0.16458105179496707,0.4223211895116136,False,-6.700000000000003,109,47
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_1,3_4,0.32580672879377626,0.7445705874445114,0.920559999022305,False,-2.700000000000003,109,4
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_1,4_0,0.5088529921691985,0.6108552717554692,0.8564568758633382,False,1.1999999999999993,109,103
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_1,4_1,0.1486874063329651,0.8818002990592384,0.9517844497782255,False,1.1999999999999993,109,19
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_1,4_2,2.617628589199388,0.00885431203691545,0.06689924650113895,False,0.6000000000000014,109,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_1,4_3,0.48857680604531123,0.6251413369835658,0.8587800184824742,False,1.1999999999999993,109,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_3,3_4,0.7841014571574867,0.43298058047933163,0.7737997144609876,False,4.0,47,4
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_3,4_0,1.7750279637525093,0.07589327002437564,0.250419428025883,False,7.900000000000002,47,103
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_3,4_1,1.028072939647042,0.3039155185603869,0.6611961944342983,False,7.900000000000002,47,19
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_3,4_2,3.3297694471321466,0.0008691792123325055,0.009092951759786212,True,7.300000000000004,47,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_3,4_3,1.4392621979515852,0.1500762488789579,0.40820739695076547,False,7.900000000000002,47,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_4,4_0,-0.18826153859205824,0.850671633975044,0.9476696692451486,False,3.900000000000002,4,103
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_4,4_1,-0.2343138122271905,0.8147413637583428,0.9476696692451486,False,3.900000000000002,4,19
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_4,4_2,0.7549043433280533,0.4503063795450949,0.7758367358764031,False,3.3000000000000043,4,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),3_4,4_3,-0.11355302620153498,0.9095921260616194,0.9615044974477059,False,3.900000000000002,4,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),4_0,4_1,-0.13200665959542027,0.8949790242536739,0.9584027346338555,False,0.0,103,19
Serum total testosterone (nmol/L),Dunn + FDR(pares),4_0,4_2,2.284472517265254,0.022343775963413273,0.10852691182229304,False,-0.5999999999999979,103,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),4_0,4_3,0.16236311343818474,0.8710199165856145,0.9476696692451486,False,0.0,103,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),4_1,4_2,1.770445070012383,0.0766530273256259,0.250419428025883,False,-0.5999999999999979,19,26
Serum total testosterone (nmol/L),Dunn + FDR(pares),4_1,4_3,0.22729763519948565,0.8201923118276059,0.9476696692451486,False,0.0,19,27
Serum total testosterone (nmol/L),Dunn + FDR(pares),4_2,4_3,-1.6970032631971679,0.08969604359662056,0.27108137620311995,False,0.5999999999999979,26,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,0_1,-1.741117952470631,0.08166290513521168,0.23630117230614445,False,-0.040000000000000036,25,89
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,0_3,-2.324474875106834,0.020100056636875998,0.10124472972648652,False,-0.5899999999999999,25,20
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,1_1,-2.487758985487506,0.012855081751888812,0.07284546326070326,False,-1.1399999999999997,25,69
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,1_3,-2.2963085807868326,0.021658243827207817,0.10519718430358083,False,-1.1399999999999997,25,125
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,1_4,-2.5559296827139986,0.01059045176337032,0.06614393579188715,False,-1.58,25,36
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,2_1,-0.5046411265041374,0.6138109185470643,0.7658558249761536,False,-0.6900000000000004,25,28
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,2_3,-2.4375694443223246,0.01478637381802903,0.08043787357007792,False,-1.1399999999999997,25,16
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,2_4,0.9859530083970205,0.3241561729322554,0.5651953784459838,False,0.27,25,52
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,3_0,-0.34255055957175307,0.7319366016765452,0.8364989733446231,False,-0.040000000000000036,25,11
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,3_1,-3.767932652293921,0.00016460509411172513,0.00248736586657718,True,-1.58,25,109
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,3_3,-2.1126702512727173,0.034629001218588674,0.15101809439391825,False,-0.6900000000000004,25,47
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,3_4,-0.7919295988042836,0.42840172721571124,0.645590004278957,False,-0.3650000000000002,25,4
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,4_0,-2.6270441852149085,0.008613014917446133,0.05856850143863371,False,-1.1399999999999997,25,103
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,4_1,-3.4035510571482357,0.0006651598064244906,0.006958594897979287,True,-1.58,25,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,4_2,-1.5621174558157251,0.11826032139496835,0.29784080943917957,False,0.0,25,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_0,4_3,-3.0537374786908673,0.002260097617149472,0.019210829745770513,True,-1.1399999999999997,25,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,0_3,-1.2253914350681288,0.22042777243879486,0.46120272387194,False,-0.5499999999999998,89,20
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,1_1,-1.1634928560274382,0.24462959494979597,0.46858626638270773,False,-1.0999999999999996,89,69
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,1_3,-0.7858153633022722,0.43197566462783143,0.645590004278957,False,-1.0999999999999996,89,125
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,1_4,-1.373572753872162,0.16957436032436402,0.38436855006855847,False,-1.54,89,36
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,2_1,1.178004751727878,0.23879471188629497,0.4658649752598486,False,-0.6500000000000004,89,28
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,2_3,-1.4225877456468687,0.15485569846874686,0.3631099136508547,False,-1.0999999999999996,89,16
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,2_4,3.632618511572817,0.0002805596509494585,0.0038156112529126357,True,0.31000000000000005,89,52
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,3_0,0.8453307258785369,0.39792621043741483,0.6366819366998637,False,0.0,89,11
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,3_1,-3.0899302178928623,0.0020020352666712876,0.018151786417819674,True,-1.54,89,109
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,3_3,-0.7146730341610333,0.47481110409532157,0.6726490641350389,False,-0.6500000000000004,89,47
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,3_4,-0.06331055318634426,0.949519212395971,0.976915016215964,False,-0.3250000000000002,89,4
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,4_0,-1.323932002013643,0.18552562876009593,0.40695944373182336,False,-1.0999999999999996,89,103
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,4_1,-2.5394769268291215,0.01110183679051368,0.06614393579188715,False,-1.54,89,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,4_2,-0.19493255813352897,0.8454457453784561,0.9053592233974017,False,0.040000000000000036,89,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_1,4_3,-2.0639516512699894,0.03902230074866808,0.15608920299467233,False,-1.0999999999999996,89,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,1_1,0.4591689164001674,0.6461128701439038,0.7826392809191843,False,-0.5499999999999998,20,69
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,1_3,0.8065645201106041,0.419917421793055,0.645590004278957,False,-0.5499999999999998,20,125
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,1_4,0.11448197230984734,0.9088557364490994,0.9435448866952483,False,-0.9900000000000002,20,36
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,2_1,1.9075868869821955,0.05644463129593001,0.19683256041657646,False,-0.10000000000000053,20,28
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,2_3,-0.24763867578278234,0.8044139836199916,0.8822604981638618,False,-0.5499999999999998,20,16
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,2_4,3.5622786506253914,0.0003676498542710053,0.004166698348404726,True,0.8599999999999999,20,52
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,3_0,1.5275325010833043,0.12662865176692792,0.31311812073276724,False,0.5499999999999998,20,11
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,3_1,-0.5681514467129632,0.5699321368757447,0.7452958712990508,False,-0.9900000000000002,20,109
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,3_3,0.653127035962835,0.5136743839308295,0.7060330489613843,False,-0.10000000000000053,20,47
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,3_4,0.4945484137899465,0.6209189237710091,0.7676815784805203,False,0.22499999999999964,20,4
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,4_0,0.4568417151411774,0.6477848197989347,0.7826392809191843,False,-0.5499999999999998,20,103
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,4_1,-1.0567531041495748,0.29062428200003476,0.5200645046316411,False,-0.9900000000000002,20,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,4_2,0.8734238300127842,0.38243210685392404,0.627950013035875,False,0.5899999999999999,20,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),0_3,4_3,-0.5092497593056202,0.6105771687574937,0.7658558249761536,False,-0.5499999999999998,20,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_1,1_3,0.5176738215137855,0.6046858661771172,0.7658558249761536,False,0.0,69,125
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_1,1_4,-0.41187365920116986,0.6804320284654588,0.8048691969537345,False,-0.4400000000000004,69,36
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_1,2_1,1.9720524669212234,0.048603617378618194,0.17394978851294932,False,0.4499999999999993,69,28
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_1,2_3,-0.7195889281243373,0.47177813100012866,0.6726490641350389,False,0.0,69,16
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_1,2_4,4.469021827812977,7.857811259490203e-06,0.0001781103885484446,True,1.4099999999999997,69,52
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_1,3_0,1.4070105246543698,0.15942426795061782,0.3674864481573563,False,1.0999999999999996,69,11
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_1,3_1,-1.6563532675992991,0.09765029904676152,0.27102940143590953,False,-0.4400000000000004,69,109
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_1,3_3,0.30541166114215795,0.7600526414968937,0.8449752449786245,False,0.4499999999999993,69,47
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_1,3_4,0.29996277193175785,0.7642055524439031,0.8449752449786245,False,0.7749999999999995,69,4
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_1,4_0,-0.031991873617368584,0.9744785314957883,0.9816968909883497,False,0.0,69,103
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_1,4_1,-1.7567726236992134,0.07895657313394251,0.23630117230614445,False,-0.4400000000000004,69,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_1,4_2,0.6221593216035218,0.533837111164228,0.7060330489613843,False,1.1399999999999997,69,26
