atributo,pos_teste,cluster_a,cluster_b,estatistica,p_bruto,p_ajustado,significativo,dif_mediana_a_minus_b,n_a,n_b
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_1,4_3,-1.1755282468564099,0.23978344314845146,0.4658649752598486,False,0.0,69,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_3,1_4,-0.8581487549498129,0.3908103285161443,0.6327405318832812,False,-0.4400000000000004,125,36
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_3,2_1,1.7421009423541227,0.08149078273993574,0.23630117230614445,False,0.4499999999999993,125,28
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_3,2_3,-1.0443985681569024,0.29630102581103124,0.5233368767571461,False,0.0,125,16
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_3,2_4,4.502862672724694,6.704420843806858e-06,0.0001781103885484446,True,1.4099999999999997,125,52
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_3,3_0,1.2055922713097729,0.22797474067753465,0.46275469749469716,False,1.0999999999999996,125,11
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_3,3_1,-2.5368305997977307,0.011186106788333858,0.06614393579188715,False,-0.4400000000000004,125,109
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_3,3_3,-0.11616740004821174,0.9075198727861745,0.9435448866952483,False,0.4499999999999993,125,47
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_3,3_4,0.15086292661555586,0.8800838459761473,0.9278403337422949,False,0.7749999999999995,125,4
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_3,4_0,-0.620822821006087,0.5347162061986954,0.7060330489613843,False,0.0,125,103
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_3,4_1,-2.163746166139934,0.030483835773920012,0.13819338884177074,False,-0.4400000000000004,125,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_3,4_2,0.30402075836958925,0.761112076344153,0.8449752449786245,False,1.1399999999999997,125,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_3,4_3,-1.6232524813363747,0.10453544305709901,0.2814539295854405,False,0.0,125,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_4,2_1,2.089707349183102,0.0366440964338184,0.15101809439391825,False,0.8899999999999997,36,28
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_4,2_3,-0.3827033088079294,0.701939760830751,0.8229638575257081,False,0.4400000000000004,36,16
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_4,2_4,4.17578082586318,2.969656444957625e-05,0.0005769618235917671,True,1.85,36,52
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_4,3_0,1.5717283365606345,0.1160135675600785,0.29769519222963536,False,1.54,36,11
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_4,3_1,-0.8850614714639072,0.3761234780695435,0.627950013035875,False,0.0,36,109
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_4,3_3,0.6431317610799261,0.5201386070917051,0.7060330489613843,False,0.8899999999999997,36,47
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_4,3_4,0.4533716220256628,0.6502811672343223,0.7826392809191843,False,1.2149999999999999,36,4
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_4,4_0,0.41166098679651025,0.6805879238947019,0.8048691969537345,False,0.4400000000000004,36,103
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_4,4_1,-1.3064732306885674,0.1913916766315349,0.4131629844744245,False,0.0,36,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_4,4_2,0.8853030725798589,0.3759931932589795,0.627950013035875,False,1.58,36,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),1_4,4_3,-0.7155360623113914,0.4742778656522576,0.6726490641350389,False,0.4400000000000004,36,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_1,2_3,-2.0471027996628655,0.04064799215949762,0.15794648381976217,False,-0.4499999999999993,28,16
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_1,2_4,1.616072609862913,0.10607861536146847,0.2814539295854405,False,0.9600000000000004,28,52
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_1,3_0,0.041925239558946316,0.9665582958253744,0.9809845390466486,False,0.6500000000000004,28,11
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_1,3_1,-3.288307901148987,0.0010079154218133799,0.009791178383329976,True,-0.8899999999999997,28,109
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_1,3_3,-1.6090073348725884,0.10761473778266843,0.2814539295854405,False,0.0,28,47
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_1,3_4,-0.5380670436523068,0.5905307638413813,0.7648779417374081,False,0.3250000000000002,28,4
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_1,4_0,-2.0966548096724007,0.03602414359624661,0.15101809439391825,False,-0.4499999999999993,28,103
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_1,4_1,-3.017953895183795,0.002544876187637554,0.020359009501100433,True,-0.8899999999999997,28,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_1,4_2,-1.0967640403647985,0.27274455345556026,0.5014834189647362,False,0.6900000000000004,28,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_1,4_3,-2.627581998651706,0.008599411331843531,0.05856850143863371,False,-0.4499999999999993,28,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_3,2_4,3.569108936606809,0.0003581974689353578,0.004166698348404726,True,1.4099999999999997,16,52
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_3,3_0,1.6760426453264545,0.09372983976264831,0.26556787932750353,False,1.0999999999999996,16,11
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_3,3_1,-0.20598595735072284,0.836801880503284,0.9032147281622748,False,-0.4400000000000004,16,109
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_3,3_3,0.8894023659666517,0.3737868738784602,0.627950013035875,False,0.4499999999999993,16,47
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_3,3_4,0.6331397122249353,0.5266424110779775,0.7060330489613843,False,0.7749999999999995,16,4
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_3,4_0,0.7245229217959244,0.4687447600741371,0.6726490641350389,False,0.0,16,103
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_3,4_1,-0.7529465155721482,0.45148205445331535,0.6674082544092488,False,-0.4400000000000004,16,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_3,4_2,1.0789755076283682,0.28059864620193664,0.5088188784461785,False,1.1399999999999997,16,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_3,4_3,-0.212930635535219,0.8313810665805149,0.9032147281622748,False,0.0,16,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_4,3_0,-1.0964863858638791,0.27286597796610645,0.5014834189647362,False,-0.31000000000000005,52,11
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_4,3_1,-6.381375632694265,1.7550422200923853e-10,2.386857419325644e-08,True,-1.85,52,109
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_4,3_3,-3.790673918198933,0.0001502390894377087,0.00248736586657718,True,-0.9600000000000004,52,47
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_4,3_4,-1.2843609917758463,0.199015675118555,0.4229083096269294,False,-0.6350000000000002,52,4
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_4,4_0,-4.85354570986444,1.2127337265596764e-06,8.2465893406058e-05,True,-1.4099999999999997,52,103
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_4,4_1,-4.759329146013527,1.942374642205688e-06,8.805431711332451e-05,True,-1.85,52,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_4,4_2,-2.820738905451199,0.004791318191918431,0.0362010707833837,True,-0.27,52,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),2_4,4_3,-4.584731260820665,4.545707151786621e-06,0.0001545540431607451,True,-1.4099999999999997,52,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_0,3_1,-2.2493712924834286,0.024488883464259162,0.11484441900480159,False,-1.54,11,109
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_0,3_3,-1.1913527491715818,0.23351513404096624,0.4658649752598486,False,-0.6500000000000004,11,47
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_0,3_4,-0.5181384629603565,0.6043616659596129,0.7658558249761536,False,-0.3250000000000002,11,4
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_0,4_0,-1.4557612643132634,0.1454586273144621,0.34705918096082183,False,-1.0999999999999996,11,103
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_0,4_1,-2.407031177396047,0.016082796806342187,0.08412539867932838,False,-1.54,11,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_0,4_2,-0.8719526686275505,0.3832341991321885,0.627950013035875,False,0.040000000000000036,11,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_0,4_3,-2.023066863198709,0.043066254388123046,0.16269473879957594,False,-1.0999999999999996,11,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_1,3_3,1.7912526592887952,0.07325275927157529,0.22641761956668724,False,0.8899999999999997,109,47
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_1,3_4,0.8035538140214711,0.4216547058649689,0.645590004278957,False,1.2149999999999999,109,4
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_1,4_0,1.8181208720857083,0.06904566052896728,0.22357642456998927,False,0.4400000000000004,109,103
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_1,4_1,-0.8058309182760042,0.42034034798641795,0.645590004278957,False,0.0,109,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_1,4_2,1.8234754600630496,0.06823141050728147,0.22357642456998927,False,1.58,109,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_1,4_3,-0.05597035894269184,0.9553654202700236,0.976915016215964,False,0.4400000000000004,109,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_3,3_4,0.18528755119358883,0.8530035016813678,0.9063162205364533,False,0.3250000000000002,47,4
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_3,4_0,-0.356416627165525,0.7215285792186104,0.8364989733446231,False,-0.4499999999999993,47,103
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_3,4_1,-1.8866762609206387,0.059203882521841174,0.20129320057425998,False,-0.8899999999999997,47,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_3,4_2,0.34944090881052253,0.7267583258261809,0.8364989733446231,False,0.6900000000000004,47,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_3,4_3,-1.3442351890113946,0.17887234594687962,0.3987973614553382,False,-0.4499999999999993,47,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_4,4_0,-0.3124789429808517,0.7546765635244281,0.8449752449786245,False,-0.7749999999999995,4,103
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_4,4_1,-1.1077926917853913,0.2679513570353055,0.5014834189647362,False,-1.2149999999999999,4,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_4,4_2,-0.020662187211226375,0.9835151328097703,0.9835151328097703,False,0.3650000000000002,4,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),3_4,4_3,-0.7860155051374215,0.431858403489084,0.645590004278957,False,-0.7749999999999995,4,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),4_0,4_1,-1.8030012459787037,0.07138801899741119,0.2257853624104168,False,-0.4400000000000004,103,19
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),4_0,4_2,0.67499914972746,0.49967630515107697,0.7005770876344997,False,1.1399999999999997,103,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),4_0,4_3,-1.211196563814436,0.2258200793852828,0.46275469749469716,False,0.0,103,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),4_1,4_2,1.982401136555978,0.04743436249896941,0.17394978851294932,False,1.58,19,26
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),4_1,4_3,0.6288390641466328,0.5294544226994795,0.7060330489613843,False,0.4400000000000004,19,27
"Serum Luteinizing hormone, LH (IU/L)",Dunn + FDR(pares),4_2,4_3,-1.4922187799944495,0.13564180065832965,0.3294158015988006,False,-1.1399999999999997,26,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,0_1,-0.7832382923064357,0.43348719231125743,0.6624073949924832,False,0.0,25,89
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,0_3,-1.4753169271286801,0.14012735766315174,0.4142895791780138,False,-3.5,25,20
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,1_1,-1.0200876232713398,0.30768690604779114,0.5921486053059389,False,0.0,25,69
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,1_3,-0.27657152165700455,0.782109134409623,0.8740842499216407,False,0.0,25,125
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,1_4,-1.360185537124035,0.17377121815632945,0.47045537194931014,False,0.0,25,36
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,2_1,-1.0266397886632674,0.30459011111573586,0.5921486053059389,False,-5.0,25,28
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,2_3,0.11318819341925417,0.9098813557992368,0.9374535180961834,False,2.0,25,16
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,2_4,0.49989471363333904,0.6171492147613963,0.7844139552107467,False,1.0,25,52
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,3_0,-2.0399793168190956,0.041352385824048446,0.23274573790076958,False,-7.0,25,11
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,3_1,-2.7295093622842517,0.006342864802260465,0.07188580109228526,False,-7.0,25,109
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,3_3,-3.0787345413731173,0.002078818242846328,0.03533991012838758,True,-7.0,25,47
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,3_4,-1.1005355711344316,0.2710988399519735,0.5852292418010856,False,-8.0,25,4
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,4_0,-2.146133512252489,0.031862328261703,0.20718971368537434,False,-7.0,25,103
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,4_1,-0.6945034128723452,0.4873665612643743,0.7023270327588388,False,1.0,25,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,4_2,-0.5138991303896349,0.607322515526356,0.7844139552107467,False,-6.0,25,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_0,4_3,-1.5696457513147815,0.11649754840293786,0.39450051715596934,False,-6.0,25,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,0_3,-1.0721221279180164,0.2836651811522799,0.585709356658304,False,-3.5,89,20
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,1_1,-0.3792803020257229,0.7044797255554638,0.8478694042083458,False,0.0,89,69
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,1_3,0.8413863730380281,0.4001315170091758,0.6624073949924832,False,0.0,89,125
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,1_4,-0.8952262519600128,0.3706661540740047,0.6546830773255148,False,0.0,89,36
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,2_1,-0.48552576349958776,0.6273034418555679,0.7899376675218263,False,-5.0,89,28
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,2_3,0.7863439763768759,0.43166599538926165,0.6624073949924832,False,2.0,89,16
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,2_4,1.7127175537315156,0.08676451415377819,0.34705805661511274,False,1.0,89,52
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,3_0,-1.7546966331859477,0.07931121223411473,0.33707265199498765,False,-7.0,89,11
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,3_1,-2.9957586495180113,0.0027376301861990605,0.041368633924785805,True,-7.0,89,109
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,3_3,-3.243396556635427,0.0011811369150277159,0.026772436740628226,True,-7.0,89,47
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,3_4,-0.8126738371269925,0.41640508527722553,0.6624073949924832,False,-8.0,89,4
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,4_0,-2.0812299195060926,0.03741286620895351,0.221223904539899,False,-7.0,89,103
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,4_1,-0.13487771604460067,0.892708558554966,0.9267814043013387,False,1.0,89,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,4_2,0.14955677514048224,0.8811143129645891,0.9239758052195272,False,-6.0,89,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_1,4_3,-1.1759755468676651,0.23960464778612034,0.5618315879122822,False,-6.0,89,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,1_1,0.8051413545216874,0.4207381139654448,0.6624073949924832,False,3.5,20,69
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,1_3,1.5861740368728168,0.11269983565372124,0.39450051715596934,False,3.5,20,125
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,1_4,0.3172690949104519,0.7510394255879647,0.8730030929911383,False,3.5,20,36
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,2_1,0.5468542239577573,0.5844788867735489,0.7717391126330354,False,-1.5,20,28
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,2_3,1.4276041282898257,0.15340583470153082,0.44389773445549346,False,5.5,20,16
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,2_4,2.1445039494583935,0.031992529319065155,0.20718971368537434,False,4.5,20,52
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,3_0,-0.7871978116975834,0.4311660780525245,0.6624073949924832,False,-3.5,20,11
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,3_1,-0.6687611857839807,0.5036478300085729,0.713501092512145,False,-3.5,20,109
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,3_3,-1.1968017068315975,0.23138385285154828,0.5618315879122822,False,-3.5,20,47
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,3_4,-0.27397349711539276,0.7841049889002953,0.8740842499216407,False,-4.5,20,4
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,4_0,-0.1468984609176962,0.8832121667539599,0.9239758052195272,False,-3.5,20,103
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,4_1,0.7217466334781653,0.47045026538859214,0.6954482184005275,False,4.5,20,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,4_2,1.0041086520878075,0.3153262455195822,0.5956162415369887,False,-2.5,20,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),0_3,4_3,0.023494372653850355,0.9812559272191482,0.9812559272191482,False,-2.5,20,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_1,1_3,1.183738878049318,0.2365164439809172,0.5618315879122822,False,0.0,69,125
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_1,1_4,-0.5641443125831117,0.572655922774024,0.7635412303653654,False,0.0,69,36
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_1,2_1,-0.19800364939255669,0.8430422084587392,0.8957323464874104,False,-5.0,69,28
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_1,2_3,0.9887854793490533,0.3227681101604325,0.6013214107098469,False,2.0,69,16
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_1,2_4,1.95920243417231,0.05008908418769122,0.24328983748307167,False,1.0,69,52
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_1,3_0,-1.5399853792209708,0.1235639173528214,0.39450051715596934,False,-7.0,69,11
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_1,3_1,-2.3865567325325037,0.01700698311266545,0.14455935645765633,False,-7.0,69,109
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_1,3_3,-2.770545264243136,0.005596252132878205,0.07184860503898441,False,-7.0,69,47
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_1,3_4,-0.6893610485120982,0.49059608905948293,0.7023270327588388,False,-8.0,69,4
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_1,4_0,-1.5450722533285892,0.1223287875380409,0.39450051715596934,False,-7.0,69,103
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_1,4_1,0.10325189404723352,0.9177630544671074,0.9384644767483203,False,1.0,69,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_1,4_2,0.40925874951238483,0.6823497843023697,0.8360321681542547,False,-6.0,69,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_1,4_3,-0.8702036222765134,0.38418913675792576,0.6624073949924832,False,-6.0,69,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_3,1_4,-1.5517787142389523,0.12071518076707928,0.39450051715596934,False,0.0,125,36
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_3,2_1,-1.0613123129044404,0.28854799188313507,0.585709356658304,False,-5.0,125,28
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_3,2_3,0.36468923413943083,0.715343395862813,0.853392121380198,False,2.0,125,16
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_3,2_4,1.1044588759094378,0.26939413324748873,0.5852292418010856,False,1.0,125,52
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_3,3_0,-2.154220900814246,0.031222852529981356,0.20718971368537434,False,-7.0,125,11
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_3,3_1,-4.156270775607389,3.234844109131546e-05,0.0014049607649991968,True,-7.0,125,109
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_3,3_3,-4.09995876732487,4.1322375441152846e-05,0.0014049607649991968,True,-7.0,125,47
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_3,3_4,-1.0474975322545328,0.2948701697393179,0.5897403394786358,False,-8.0,125,4
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_3,4_0,-3.140327241469777,0.0016875920921801785,0.0327875035052149,True,-7.0,125,103
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_3,4_1,-0.6123478783865094,0.5403076186414841,0.7498146544412433,False,1.0,125,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_3,4_2,-0.38670689047872076,0.6989732144255931,0.8478694042083458,False,-6.0,125,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_3,4_3,-1.7673696525498557,0.0771663418633205,0.33707265199498765,False,-6.0,125,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_4,2_1,0.2842346507734654,0.7762305625656678,0.8740842499216407,False,-5.0,36,28
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_4,2_3,1.299166186008547,0.19388690313982382,0.49752110994369886,False,2.0,36,16
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_4,2_4,2.194383187439099,0.028207873543527964,0.20718971368537434,False,1.0,36,52
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_4,3_0,-1.114567856071324,0.26503565125398065,0.5852292418010856,False,-7.0,36,11
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_4,3_1,-1.3065827291468175,0.1913544653703385,0.49752110994369886,False,-7.0,36,109
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_4,3_3,-1.8421360335539698,0.0654552541890009,0.2967304856568041,False,-7.0,36,47
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_4,3_4,-0.45260463492263214,0.650833460670331,0.8120490885427982,False,-8.0,36,4
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_4,4_0,-0.6423971631780426,0.520615341163772,0.7299349113224018,False,-7.0,36,103
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_4,4_1,0.5033681545746261,0.6147054569244882,0.7844139552107467,False,1.0,36,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_4,4_2,0.8165859975949176,0.4141650597711256,0.6624073949924832,False,-6.0,36,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),1_4,4_3,-0.3203251986524767,0.748721822951453,0.8730030929911383,False,-6.0,36,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_1,2_3,1.017035789228446,0.3091364042406005,0.5921486053059389,False,7.0,28,16
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_1,2_4,1.7241790062306859,0.08467553283407706,0.34705805661511274,False,6.0,28,52
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_1,3_0,-1.2803435432386383,0.20042434008088328,0.5047724120555579,False,-2.0,28,11
